年份,病种,住院总费用,住院统筹支付,住院人次
2014,手肌腱断裂,13127.33,6431.3,3
2014,老年性震颤,8119,6418.54,3
2014,扁桃体周围脓肿,11814.14,6313.79,3
2014,代谢综合征,9297.35,6305.31,3
2014,围绝经期综合征,9957.27,6304.1,3
2014,周期性麻痹,9952.11,6198.94,3
2014,皮肤溃疡[沙漠疮；热带溃疡],9975.76,6121.92,3
2014,中毒性红斑,10652.08,6081.9,3
2014,附睾囊肿,10250.88,6041.32,3
2014,酒精性肝病,10809.86,6004.63,3
2014,颌面间隙感染,8574.81,5938.86,3
2014,急性青光眼,8705.48,5893.76,3
2014,前庭大腺炎(化脓性),9294.74,5782.03,3
2014,黄斑出血,10371.98,5747.62,3
2014,咯血病,10198.33,5646.02,3
2014,老年性疱疹样皮炎,7884.9,5525.9,3
2014,腕部挫伤,9341.86,5517.34,3
2014,椎动脉栓塞脑梗死,7295.71,5433.31,3
2014,发作性眩晕,7326.38,5353.4,3
2014,疣状胃炎,7071.79,5343.41,3
2014,颌下腺肿物,9321.79,5098.14,3
2014,继发性青光眼,8507.24,4937.47,3
2014,肾输尿管结石,8227.25,4811.78,3
2014,丘疹性荨麻疹,6692.67,4741.82,3
2014,空回肠交界处血管扩张,6480.79,4711.42,3
2014,第三腰椎横突综合征,6119.47,4614.56,3
2014,臀部痈,6916.39,4590.4,3
2014,臀部皮肤脓肿、疖和痈,6392.05,4528.91,3
2014,急性细支气管炎,6994.03,4464.33,3
2014,前列腺膀胱炎,6793.82,4349.62,3
2014,眼球挫伤,7444.36,4307.61,3
2014,G2P1顺产,8778.43,4086.9,3
2014,颈淋巴结炎,6234.9,3955.02,3
2014,扁桃体周围炎,7748.53,3808.09,3
2014,小腿软组织疾患,5556.57,3802.07,3
2014,胸腰椎不稳定,5411.05,3766.62,3
2014,感染性荨麻疹,6494.77,3689.64,3
2014,慢性胃溃疡,5640.45,3602.01,3
2014,复发性口腔溃疡,5218.51,3550.81,3
2014,下肢损伤,4991.1,3287.74,3
2014,细菌性痢疾,5488.62,3128.19,3
2014,包皮嵌顿,5979.81,2867.1,3
2014,特指尿道炎,4519.63,2681.61,3
2014,非淋球菌性尿道炎,4292.82,2430.43,3
2014,根尖牙周炎,4479.35,2422.18,3
2014,急性细菌性痢疾,6507.48,2410.86,3
2014,风湿热,4184.57,2175.79,3
2014,取除输尿管支架管,4294.18,2045.62,3
2014,阴囊挫伤,4609.44,1760.34,3
2014,取除输尿管支架,3657.17,1529.96,3
2014,妊娠呕吐,2697.68,554.22,3
2014,胸壁肿物,275246.57,196818.65,2
2014,食管炎(急性)(慢性)(碱性),257930.62,182568.97,2
2014,胆汁淤积性肝炎,157525.58,105268.35,2
2014,脑干挫伤,151106.55,95851.65,2
2014,肝移植状态,143369.7,86550.24,2
2014,急性坏死性胰腺炎，重症,115294.76,78779.65,2
2014,胆总管结石伴胆管炎,110102.31,78477.11,2
2014,脊髓占位性病变,113961.45,74813.33,2
2014,睾丸继发恶性肿瘤,126451.31,73470.74,2
2014,胰腺脓肿，重症,121877.87,73046.2,2
2014,感染性心内膜炎性赘生物,122169.95,71301.23,2
2014,冠状动脉支架植入后状态,113609.25,69754.88,2
2014,胰腺良性肿瘤,86030.91,66983.6,2
2014,房室传导阻滞,140273.25,66048.34,2
2014,腺样鳞状细胞癌,110183.68,65507.74,2
2014,膀胱直肠隔恶性肿瘤,107123.43,64671.96,2
2014,脐疝,99069.75,63521.34,2
2014,先天性心脏病(CHD),92348.37,62473.55,2
2014,内囊出血,81407.56,61265.03,2
2014,硬化性间质瘤,87712.36,59441.67,2
2014,急性前壁心肌梗死,110527.46,59394.49,2
2014,颅咽管瘤,107445.86,58665.89,2
2014,腋动脉狭窄,97763.47,58464.36,2
2014,髂骨骨折,168895.17,57927.06,2
2014,上肢蜂窝织炎,82735.98,57676.94,2
2014,咽恶性肿瘤,75918.04,57231.89,2
2014,胆囊肿瘤,99672.95,56259.19,2
2014,动脉狭窄,102221.29,56238.97,2
2014,口底恶性肿瘤,87469.68,55043.18,2
2014,原发性胆管炎,82934.38,54976.56,2
2014,骨恶性肿瘤,65835.6,54945.88,2
2014,扁桃体恶性淋巴瘤,81131.97,54835.99,2
2014,支气管良性肿瘤,81230.54,54345.15,2
2014,升结肠横结肠恶性肿瘤,78619.29,52933.61,2
2014,骨坏死,90218.27,51311.04,2
2014,脑动脉瘤破裂,67106.32,50930.89,2
2014,胃间质细胞瘤,77880.16,50062.91,2
2014,残留牙根,71485,49253.02,2
2014,2型糖尿病性周围血管病变,67723.32,48810.7,2
2014,颈内动脉狭窄,73559.16,48431.49,2
2014,下肢动脉粥样硬化闭塞症,65439.76,47176.87,2
2014,恶性肿瘤术前放射治疗,69260.25,46716.75,2
2014,基底动脉血栓形成脑梗死,62326.43,46456.37,2
2014,周身性动脉硬化,67185.97,46332.37,2
2014,前列腺肿物,64999.9,46282.65,2
2014,心肾衰竭,61644.63,45870.37,2
2014,免疫相关性周围神经病,64427.13,45856.86,2
2014,颈部淋巴结结核,57618.27,44824.27,2
2014,小细胞癌,76984.85,44641.52,2
2014,特指的癫痫综合征,83551.65,44471.33,2
2014,肾恶性肿瘤个人史,55718.39,44295.74,2
2014,基底动脉栓塞脑梗死,56589.6,44201.97,2
2014,反胃病,75755.79,43399.06,2
2014,癌性纤维瘤,62640.41,42995.4,2
2014,舌恶性肿瘤 NOS,58014.46,42955.01,2
2014,喉良性肿瘤,57366.97,42868.92,2
2014,肺栓塞,58223.45,42857.79,2
2014,腰骶椎体滑突,71736.1,42323.78,2
2014,气胸 NOS,59297.84,42031.74,2
2014,弥漫性淋巴细胞性中分化淋巴瘤,66758.24,41954.4,2
2014,鼻咽良性肿瘤,58100.85,41257.41,2
2014,纵膈恶性淋巴瘤,59968.2,41228.32,2
2014,结肠和直肠恶性肿瘤,51359.28,40445.16,2
2014,直肠脓肿,59712.12,40282.81,2
2014,结核性腹腔积液,52880.7,40073.04,2
2014,急性早幼粒细胞性白血病，完全缓解,57617.42,39775.57,2
2014,恶性淋巴瘤 (M95900/3),63675.41,39709.04,2
2014,梗阻性黄疸(胆囊),53257.91,39574.41,2
2014,骨瘤 NOS (D16.-),50102.02,37420.22,2
2014,陈旧性上肢骨折,46568.08,36819,2
2014,心血管性神经官能症,71928.19,36632.05,2
2014,非典型脑膜瘤,61798.41,36596.32,2
2014,喉肿物,51666.29,36435.81,2
2014,结肠肿物,56373.02,35889.68,2
2014,脊柱后凸,177655.14,35008.87,2
2014,大细胞淋巴瘤,74010.62,34378.92,2
2014,淋巴细胞白血病,68752.49,34268.35,2
2014,舌根恶性肿瘤,44179.13,33840.91,2
2014,多发性肋骨骨折,54651.79,33805.15,2
2014,小脑病变,56006.73,33452.2,2
2014,肝良性肿瘤,48532.15,33325.65,2
2014,热性晕厥,41563.95,33177.94,2
2014,股骨特指部位骨折,47539.49,32495.15,2
2014,脑血肿,69219.26,32072.77,2
2014,陈旧性肱骨骨折,49289.66,32012.05,2
2014,天疱疮病,51729.61,31760.53,2
2014,转移性颗粒细胞癌,46760.86,31645.32,2
2014,阵发性房室折返性心动过速,45281.31,31639.32,2
2014,急性前间壁心肌梗死,56642.67,31443.7,2
2014,垂体良性肿瘤,60501.12,31358.69,2
2014,肉瘤病(转移性肉瘤) NOS,41661.3,31309.09,2
2014,其他椎间盘疾患,58641.09,31225.02,2
2014,高血压性心脏病肾脏病伴肾功能衰竭,45411.81,31213.05,2
2014,平滑肌肉瘤,44391.56,31134.46,2
2014,食管中段恶性肿瘤,41956.87,31085.12,2
2014,慢性气管炎,37223.43,30843.7,2
2014,胃肠道恶性肿瘤,41719.64,30779.41,2
2014,失血性休克,57189.3,30666.45,2
2014,寻常型天疱疮,46047.71,30022.7,2
2014,弥漫性硬化性肾小球肾炎,42681.8,29761.05,2
2014,单纯收缩期高血压,39132.05,29564.61,2
2014,先天性髋内翻,54286.55,29329.04,2
2014,下肢骨折,46763.66,29054.9,2
2014,髁状突囊肿,42615.07,28956.85,2
2014,急性肝炎(非病毒性),52979.89,28757.65,2
2014,老年痴呆,41636.9,28666.34,2
2014,梗阻性脑积水,83741.28,28423.54,2
2014,下肢深静脉血栓形成,44521.11,28408.62,2
2014,三叉神经疾患,39745.88,28338.89,2
2014,癌症性恶病质,39176.84,28114.19,2
2014,肾结核,47823.25,28105.04,2
2014,肱骨头[哈斯]骨软骨病(幼年型),65963.38,28041.27,2
2014,楔骨结核,39399.2,27864.16,2
2014,骨髓纤维化伴髓样化生,46896.85,27837.12,2
2014,被描述为动脉硬化性心血管病,38631.1,27703,2
2014,眼外直肌麻痹,33922.85,26416.63,2
2014,胸椎椎管狭窄,40074.32,26355.4,2
2014,慢性重度病毒性肝炎,35582.81,26203.24,2
2014,颈部皮肤良性肿瘤,41407.02,26103.42,2
2014,中枢性睡眠呼吸暂停,44867.36,26087.49,2
2014,盆腔恶性肿瘤,47150.19,25721.05,2
2014,白细胞病 NOS,38137.36,25571.53,2
2014,横结肠降结肠恶性肿瘤,46754.12,25434.41,2
2014,鼻囊肿,36444.6,25103.79,2
2014,腹部纤维瘤病,47476.18,24935.1,2
2014,肝胆管结石伴胆囊炎,34494.12,24856.8,2
2014,颈动脉体瘤,38991.8,24802.68,2
2014,额叶肿瘤,37945.67,24700.53,2
2014,上肢肿胀,32349.19,24658.88,2
2014,下颌骨囊肿,41411.79,24506.12,2
2014,肾盂积水，伴有肾和输尿管结石梗阻,41681.77,24499.84,2
2014,臂骨折,30542.29,24005.86,2
2014,非器质性精神病,36331.6,23810.75,2
2014,室性自搏,35090.54,23636.04,2
2014,2型糖尿病伴并发症,33991.99,23589.67,2
2014,三踝骨折,36684.5,23274.4,2
2014,创伤性关节炎(病),39572.99,22629.59,2
2014,其他操作后循环系统疾患，NEC,33532.31,22611.18,2
2014,前列腺恶性肿瘤个人史,30562.87,22512.96,2
2014,1型糖尿病性酮症酸中毒,30569.2,22472.62,2
2014,溺水,29129.75,22407.54,2
2014,脑胶质细胞增生,35920.17,22282.92,2
2014,脑血管瘤 (M91200/0),31867.95,21987.87,2
2014,增强型心绞痛,29988.53,21903.6,2
2014,肾变病,31569.82,21674.88,2
2014,喉部异物,29292.79,21264.52,2
2014,急性而短暂的精神病性障碍,31963.82,21165.98,2
2014,急性腹膜炎,36967.01,21060.71,2
2014,伸直型桡骨下端骨折,38049.8,21029.17,2
2014,缺血性心脏病,28579.49,20864.3,2
2014,胆管扩张,33454.7,20669.38,2
2014,肾上腺皮质腺瘤,34668.4,20636.01,2
2014,胆道恶性肿瘤 NOS,28824.5,20321.95,2
2014,尿血病,27786.14,20305.54,2
2014,颈部异物,31768.57,20077.6,2
2014,稳定型心绞痛,28026.1,20024.82,2
2014,甲状腺功能检查异常,28572.54,20022.71,2
2014,真菌性泌尿道感染,25873.36,19825.62,2
2014,心包炎,25014.29,19584.62,2
2014,肾周脓肿,28113.53,19576.84,2
2014,手和腕骨骨折,27763.87,19317.23,2
2014,大脑动脉闭塞或狭窄引起脑梗死,36344.36,19297.01,2
2014,特指贫血,25664.78,19263.73,2
2014,局限性骨质疏松[勒凯纳],24376.94,19180.27,2
2014,急性全骨髓增生症,27294.23,19147.81,2
2014,痴呆病,28677.64,19143.86,2
2014,腹部(盆腔)肿胀或炎性肿块,30082.77,19065.77,2
2014,甲状舌管囊肿,31264.67,18872.75,2
2014,泌尿系统肿瘤,27777.37,18868.61,2
2014,胆源性肝脓肿,29463.61,18785.44,2
2014,舌囊肿,27714.52,18662.09,2
2014,肺泡细胞癌,21077.09,18575.06,2
2014,陈旧性膝外侧半月板损伤,35948.46,18496.21,2
2014,淋巴管恶性肿瘤,25581.28,18188.28,2
2014,病窦综合征,24370.21,18176.71,2
2014,子宫内膜非典型增生,31142.09,18145.02,2
2014,子宫内膜单纯性增生,32453.28,18095.37,2
2014,反应性精神病,24247.44,18080.75,2
2014,附睾精子肉芽肿,28039.4,17817.66,2
2014,残胃溃疡,24683.99,17783.45,2
2014,子宫浆膜下肌瘤 (M88900/0),31639.97,17638.89,2
2014,2型糖尿病伴有昏迷,21407.49,17638.64,2
2014,家族性心肌病,24818.81,17570.74,2
2014,自身免疫性肝炎,19984.49,17521.13,2
2014,头皮擦伤,24652.81,17514.19,2
2014,多发性肝囊肿,23775.5,17467.08,2
2014,上肢动脉栓塞,23001.22,17241.41,2
2014,硬化性胆管炎,27414.76,17018.91,2
2014,卵巢浆液性囊肿,29811.27,16829.96,2
2014,结肠黑变病,22774.57,16708.16,2
2014,血友病,25274.48,16704.65,2
2014,鞘膜炎,22563.79,16549.77,2
2014,多囊肾,22783.14,16415.94,2
2014,导管内乳头状瘤病,29639.19,16370.13,2
2014,胸骨旁淋巴结继发恶性肿瘤,23490.45,16324.34,2
2014,器质性焦虑障碍,25192.76,16248.31,2
2014,干眼症,22948.26,16232.28,2
2014,IgA肾病,23392.68,16191.74,2
2014,乙状结肠肿瘤,20875.85,16011.01,2
2014,自家免疫性肝炎,18225.49,15983.28,2
2014,G3+P1剖宫产,29358.31,15936.72,2
2014,骨肿瘤,25716.04,15822.83,2
2014,急性阑尾炎伴局限性腹膜炎,24370.7,15743.44,2
2014,恶性淋巴瘤 NOS,22942.45,15715.32,2
2014,慢性粒细胞性白血病 (M98630/3),25142.18,15695.39,2
2014,精神分裂症、分裂型障碍和妄想性障碍,22831.9,15678.66,2
2014,心脏扩大,20884.13,15621.14,2
2014,糖尿病性酮症,22388.88,15455.67,2
2014,慢性白血病 (M98030/3),29262.7,15394.77,2
2014,椎动脉假性动脉瘤,25980.56,15270.1,2
2014,胸部多处损伤,18673.23,15236.56,2
2014,视网膜中央静脉阻塞,21881.55,15177.98,2
2014,前臂拇指外展肌和肌腱断裂,25499.43,15127.05,2
2014,龟头包皮炎,19602.37,15024,2
2014,视力低下，单眼,19351.4,14984.68,2
2014,肩关节扭伤,18387.25,14949.78,2
2014,皮肤和皮下组织的感染,19246.48,14865.34,2
2014,急性全鼻窦炎,31180.31,14830,2
2014,黄斑裂孔,22404.98,14816.49,2
2014,脑恶性淋巴瘤 (M95900/3),20465.84,14806.79,2
2014,损伤昏厥病,20585,14712.13,2
2014,颌下腺良性肿瘤,22090.6,14524.34,2
2014,被特指哺乳动物咬伤或抓伤,21711.65,14398.39,2
2014,类风湿性结节,18345.6,14385.25,2
2014,真菌性上颌窦炎,22753.56,14378.42,2
2014,慢性细支气管炎,21160.81,14272.8,2
2014,背部病,20305.95,14257.57,2
2014,慢性粒细胞性白血病，急淋变,20633.26,14230.82,2
2014,前臂纤维瘤病,20676.79,14195.88,2
2014,泌尿道念珠菌感染,21831.4,14180.97,2
2014,结节性红斑,19912.89,14146.95,2
2014,骨膜炎,21419.9,14137.54,2
2014,梗阻性和反流性尿路病,19253.61,14090.29,2
2014,会厌肿瘤,20250.81,14003.77,2
2014,眶下间隙感染,21280.43,13781.35,2
2014,冯 - 聪布施病,18709.36,13741.03,2
2014,残胃吻合口炎,19614.48,13591.3,2
2014,跟腱痛,16779.91,13535.76,2
2014,腹胀满病,17499.79,13462.1,2
2014,前列腺切除术后状态,19468.99,13402.2,2
2014,肾病综合征，增殖性肾小球肾炎,24608.74,13397.29,2
2014,血管神经性头痛,19153.88,13359.78,2
2014,胸腺恶性肿瘤,19793.82,13350.11,2
2014,低色素性贫血,18028.95,13301.64,2
2014,泌尿系统的其他疾病,19971.64,13239.06,2
2014,子宫内膜息肉样增生,21197.04,13228.36,2
2014,尺神经炎,23121.61,13184.5,2
2014,三碘甲状腺原氨酸型甲状腺机能亢进[Ｔ3型甲亢],19550.33,13184.06,2
2014,肺脓肿,16668.54,13148.31,2
2014,结核性肺炎,19304.95,13135.12,2
2014,特指肠梗阻,20291.38,13073.74,2
2014,结肠腺瘤样息肉病,16571.26,13037.02,2
2014,霍奇金淋巴瘤，富淋巴细胞性,37410.6,13021.51,2
2014,先天性肾结石,18216.2,12926.44,2
2014,淋巴瘤样丘疹病,41837.21,12794.97,2
2014,成软骨细胞性骨肉瘤,16438.47,12789.36,2
2014,急性甲型病毒性肝炎,17410.73,12715.89,2
2014,丙型肝炎相关性肾炎,15650.53,12678.89,2
2014,红细胞增多,24292.77,12662.38,2
2014,老年性脑萎缩,92491.49,12654.4,2
2014,肝内胆管炎,18388.61,12633.7,2
2014,转移性腺癌,16219.47,12571.14,2
2014,肝周脓肿,18502.57,12421.74,2
2014,小脑萎缩,16715.71,12362.49,2
2014,慢性酒精中毒,19115.62,12262.57,2
2014,前列腺钙化灶,14578.14,12190.41,2
2014,间脑病变,19175.11,12146.99,2
2014,腕关节扭伤,15060.99,12128.75,2
2014,1型糖尿病伴特指并发症,19007.24,12088.51,2
2014,胃肠粘膜病变,16130.38,12067.55,2
2014,混合性耳聋,16930.7,12047.35,2
2014,胸部恶性肿瘤,14125.95,12019.59,2
2014,肥厚性关节炎,23235.11,12008.13,2
2014,肺球孢子菌病,16006.04,11966.71,2
2014,睾丸鞘膜肉芽肿伴积液,17399.92,11948.76,2
2014,下肢血管损伤,15259.8,11877.51,2
2014,苔藓样皮炎,15985.01,11846.42,2
2014,鞘膜结石,15921.89,11800.96,2
2014,幼年型类风湿关节炎,18866.43,11791.82,2
2014,手癣,16587.41,11747.59,2
2014,胃-食管反流病,18108.61,11586.73,2
2014,口腔肿瘤,17666.13,11449.24,2
2014,坠积性肺炎,15271.57,11428.77,2
2014,下肢骨折，水平未特指,16000.19,11424.92,2
2014,子宫内膜腺性增生,19665.25,11254.31,2
2014,会阴痛,20560.46,11135.49,2
2014,人工晶体移位,16130.65,11038.41,2
2014,基底动脉闭塞脑梗死,16155.98,11028.35,2
2014,前列腺上皮内肿瘤，Ⅲ级,15643.61,11010.9,2
2014,鼻窦息肉,15292.63,10926.68,2
2014,双相情感障碍,17510.23,10922.25,2
2014,婴儿游走性部分性发作,16508.2,10892.35,2
2014,恶性肿瘤化疗后的随诊检查,14982.83,10880.8,2
2014,预激综合征,15355.98,10850.82,2
2014,横结肠恶性肿瘤,14545.55,10819.68,2
2014,乙状结肠息肉,15185.97,10753.58,2
2014,白癜风,38263.9,10734,2
2014,儿童良性阵发性眩晕,15680.09,10654.35,2
2014,特发性房颤,17475.46,10612.4,2
2014,双侧腹股沟疝（一侧直疝一侧斜疝),16127.05,10577.92,2
2014,唇裂伤,16640.24,10546.83,2
2014,细支气管肺泡癌，粘蛋白性,13428.24,10540.5,2
2014,半月板疾患 NOS,16646.41,10530.5,2
2014,急性风湿性心脏病,14189.05,10528.01,2
2014,扁桃体肿物,19347.01,10483.7,2
2014,卵巢滤泡囊肿,19373.28,10461.39,2
2014,肺结核病，未做细菌学和组织学检查,14565.33,10427.05,2
2014,后囊下型老年性白内障,23765,10426.14,2
2014,血管性偏头痛,15890.7,10389.91,2
2014,脊椎退行性病变,13266.56,10352.47,2
2014,躁狂状态,15871.68,10351.85,2
2014,再生障碍性贫血 NOS,14595.03,10351.37,2
2014,大便习惯改变,13884.69,10226.82,2
2014,特指糖尿病,18072.24,10217.17,2
2014,子宫原位癌,12645.38,10175.5,2
2014,B族链球菌性肺炎,13361.85,10164.32,2
2014,腰椎脱位,13210.44,10163.98,2
2014,脑震荡,14460.5,10076.86,2
2014,1型糖尿病性植物神经紊乱,13337.64,10065.1,2
2014,多处开放性外伤,13059.07,10061.14,2
2014,皮下血肿,14201.81,10058.11,2
2014,关节周围炎,14398.97,10006.82,2
2014,开放性桡骨骨折,11657.82,9978.43,2
2014,创伤后单侧膝关节病,13124.18,9956.34,2
2014,肋骨和胸骨扭伤和劳损,13767.25,9954.76,2
2014,非霍奇金淋巴瘤的其他和未特指类型,14639.19,9936.64,2
2014,转移性小叶浸润性癌,13139.45,9894.2,2
2014,风温肺热病,14596.82,9876.79,2
2014,腕关节痛,12328.98,9866.71,2
2014,焦虑性神经症,14066.29,9849.25,2
2014,膝关节结核性滑膜炎,16721.9,9845.83,2
2014,植物神经功能紊乱,14452.87,9844.77,2
2014,脑瘤 (M80006/1) NOS,14350.09,9766.77,2
2014,肺水肿,14447.98,9628.72,2
2014,髌韧带粘连,12913.34,9625.95,2
2014,特发性骨质疏松,12616.07,9608.08,2
2014,类风湿性脊椎炎,12453.64,9573.21,2
2014,胃溃疡伴急性出血,14236.21,9557.82,2
2014,急性化脓性阑尾炎伴穿孔,16839.61,9537.63,2
2014,颌下肿物,16306.24,9530.84,2
2014,肛周感染,13241.49,9513.56,2
2014,前置胎盘不伴出血,19492.02,9505.09,2
2014,睾丸积液(精索、鞘膜),14905.24,9482.67,2
2014,肛管炎,13393.89,9479.07,2
2014,视网膜静脉阻塞,19834.1,9432.06,2
2014,直肠脱垂,12592.87,9423.65,2
2014,颈臂综合征,11564.54,9333.17,2
2014,贲门良性肿瘤,14956.06,9293.56,2
2014,淋巴上皮癌,11815.68,9229.52,2
2014,泪小管阻塞,13948.4,9222.23,2
2014,滤泡性膀胱炎,15811.79,9216.16,2
2014,子宫颈腺瘤性息肉,15595.01,9187.86,2
2014,支气管念珠菌感染,13431.32,9100.07,2
2014,焦虑型神经官能症,12027.64,9090.93,2
2014,脑缺氧症,13203.97,9057.08,2
2014,眼睑皮肤裂伤,12575.74,8971.87,2
2014,前列腺结节,12482.36,8938.38,2
2014,胰腺肿瘤 (M80002/1),12988.06,8925.18,2
2014,淤积性皮炎,12438.69,8903.28,2
2014,前庭周围性眩晕,13960.78,8901.33,2
2014,心源性猝死,12279.52,8874.43,2
2014,老年性心脏病,11395.46,8845.22,2
2014,红斑 NOS,13647.86,8827.68,2
2014,视神经麻痹,12791.69,8795.24,2
2014,上颌窦囊肿,12925.9,8783.58,2
2014,胆囊切除术后状态,13135.3,8755.43,2
2014,颈部蜂窝组织炎,14535.8,8729.05,2
2014,扁桃体息肉,13310.96,8666.13,2
2014,急性肾炎综合征，肾小球轻微病变,13334.61,8583.19,2
2014,子宫肌层囊肿,15736.61,8577.64,2
2014,肌腱周围炎,17087.29,8566.42,2
2014,桡神经麻痹,11995.33,8564.08,2
2014,胸椎间盘突出,14533.99,8561.34,2
2014,特指脑血管疾病,13768.02,8560,2
2014,胆管结石伴(慢性)胆囊炎,13290.97,8530,2
2014,腿部炎性肿块,14813.22,8483.61,2
2014,髋关节病 NOS,11387.17,8412.03,2
2014,胆管肿物,10597.06,8395.49,2
2014,眼球萎缩,16168.94,8385.68,2
2014,跟骨骨突炎,10366.37,8347.2,2
2014,传染性湿疹样皮炎[恩格曼氏病],12865.24,8346.24,2
2014,肌肉消瘦和萎缩,10735.53,8332.18,2
2014,甲状腺功能亢进性心脏病,15730.3,8298.48,2
2014,胆管肿瘤,17826.46,8256.02,2
2014,特指胆石症,13730.86,8254.63,2
2014,无症状心肌缺血,12641.64,8200.58,2
2014,呼吸系统恶性肿瘤个人史,12386.86,8191.75,2
2014,损伤个人史,13564.94,8153.11,2
2014,增生性脊柱炎,9597.14,8139.16,2
2014,胸部肿物,11990.11,8131.25,2
2014,肩关节粘连,11545.5,8112.91,2
2014,成人隐匿性自身免疫性糖尿病,11279.06,8056.78,2
2014,肝内胆管结石,11160.74,8052.97,2
2014,直肠内异物,12208.32,8051.02,2
2014,胸部挫伤,10947.43,8043.89,2
2014,眼睑蜂窝织炎,12527.82,8037.88,2
2014,精神分裂样人格,13897.64,7973.16,2
2014,二尖瓣脱垂,9721.33,7970.28,2
2014,干槽症,12106.41,7922.64,2
2014,糖尿病伴酮症酸中毒,12767.71,7912.99,2
2014,慢性直肠炎,12265.54,7878.75,2
2014,肘关节脱位,12864.75,7774.48,2
2014,单侧腹股沟斜疝伴坏疽,12959.39,7734.4,2
